許可證字號,註銷狀態,註銷日期,註銷理由,有效日期,發證日期,許可證種類,舊證字號,通關簽審文件編號,中文品名,英文品名,適應症,劑型,包裝,藥品類別,管制藥品分類級別,主成分略述,申請商名稱,申請商地址,申請商統一編號,製造商名稱,製造廠廠址,製造廠公司地址,製造廠國別,製程,異動日期,用法用量,包裝與國際條碼
"衛署藥製字第020507號","","","","2029/03/19","2011/10/05","製　劑","","DHY00102050709","喘嗽散","CHUANSOU POWDER","支氣管氣喘、小兒氣喘。","粉劑","鋁箔袋盒裝;;塑膠瓶裝","","","DYPHYLLINE;;ETHAVERINE HCL (eq to BALBONIN) (eq to Ethylpapaverine HCl);;DL-METHYLEPHEDRINE HCL;;CHLORPHENIRAMINE MALEATE","凱信藥品有限公司","新竹縣湖口鄉明德街222號","86826760","羅得化學製藥股份有限公司","台中市大甲區東西七路一段65號","","TW","","2023/11/22","",""
"衛署藥製字第020520號","","","","2030/02/12","1980/02/12","製　劑","","DHY00102052001","""優生""優敏錠","YU-MIN TABLETS ""YU SHENG""","纖維織炎、纖維增殖性肌炎、滑囊炎、健鞘炎、急性關節風濕症、骨關節炎、腰痛、斜頸、手術後肌痛、末梢神經炎","錠劑","瓶裝","","","ACETAMINOPHEN (EQ TO PARACETAMOL);;CHLORMEZANONE","優生製藥廠股份有限公司","台中市南屯區寶山里工業區21路14號","38143008","優生製藥廠股份有限公司","台中市南屯區寶山里工業區21路14號","","TW","","2024/12/17","",""
"衛署藥製字第020570號","","","","2029/05/25","1980/02/23","製　劑","01011301","DHY00102057003","“約克”佳胃康錠","GELCON TABLETS ""Y.K.""","緩解胃部不適或灼熱感或經診斷為胃及十二指腸潰瘍、胃炎、食道炎所伴隨之胃酸過多、解除脹氣、緩解氣脹相關症狀。","錠劑","塑膠瓶裝;;塑膠瓶裝;;盒裝","","","ALUMINUM HYDROXIDE DRIED GEL;;MAGNESIUM HYDROXIDE;;SIMETHICONE (ACTIVE DIMETHICONE)","約克製藥股份有限公司","雲林縣斗六市榴中里復興路3號","42768601","約克製藥股份有限公司","雲林縣斗六市榴中里復興路3號","","TW","","2024/05/24","成人劑量(12歲以上):每次二錠,一天3次或需要時服用,應嚼碎後吞服6歲以上未滿12歲:適用成人劑量之1/23歲以上未滿6歲:適用成人劑量之1/43歲以下之嬰幼兒:請洽醫師診治,不宜自行使用",""
"衛署藥製字第020573號","","","","2028/05/25","1980/02/23","製　劑","","DHY00102057309","氯化鉀注射液１５％","POTASSIUM CHLORIDE INJECTION 15%","治療鉀缺乏症。","注射劑","塑膠安瓿裝;;玻璃安瓿裝","","","POTASSIUM CHLORIDE","信東生技股份有限公司","桃園市桃園區介壽路２２號","43211700","信東生技股份有限公司","桃園市桃園區介壽路２２號","","TW","","2023/12/08","",""
"衛署藥製字第020574號","","","","2029/05/25","2010/07/08","製　劑","12014441","DHY00102057401","""明通""治痛丹散","CHYR TONG DAN SAN ""MIN TONG""","退燒、止痛（緩解頭痛、牙痛、咽喉痛、關節痛、神經痛、肌肉酸痛、月經痛）","粉劑","塑膠瓶裝;;鋁箔紙裝","","","BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;ACETAMINOPHEN (EQ TO PARACETAMOL);;ETHENZAMIDE (ETHOXYBENZAMIDE);;CAFFEINE ANHYDROUS","明通化學製藥股份有限公司第二廠","台中市南屯區文山里工業區２１路１５號","51390804","明通化學製藥股份有限公司第二廠","台中市南屯區文山里工業區２１路１５號","","TW","","2024/12/27","",""
"衛署藥製字第020578號","","","","2029/12/31","1980/02/23","製　劑","","DHY00102057806","""黃氏'月倍舒IB膠囊","IB-herbal Cap. ""H.S.""","暫時性解除頭痛,肌肉疼痛,關節炎的輕度疼痛,牙痛,背痛,輕度疼痛及與感冒有關的疼痛,經痛及解熱作用","膠囊劑","鋁箔盒裝","","","IBUPROFEN","黃氏製藥股份有限公司","雲林縣斗南鎮小東里大同路４４４巷１１號","22390988","黃氏製藥股份有限公司","雲林縣斗南鎮小東里大同路４４４巷１１號","","TW","","2024/12/24","成人:症狀持續時,每4-6小時服用一粒,若服用一粒後,疼痛及發燒 現象未有改善,可服用兩粒,但24小時內勿服用超過6粒 ,十二歲以下兒童不得使用本藥,除非有醫師指示或監護",""
"衛署藥製字第020588號","","","","2028/04/30","1980/02/26","製　劑","","DHY00102058809","保拿喘錠（菲諾特洛）","Bonatec Tablets (Fenoterol)","下列支氣管痙攣疾患之治療與預防：支氣管氣喘、阻塞性支氣管炎、慢性支氣管炎、氣腫和有支氣管痙攣之肺支氣管障害和嬰兒之支氣管痙攣","錠劑","瓶裝","","","FENOTEROL HYDROBROMIDE","美西製藥有限公司","高雄市仁武區仁武里工業一路９號","85610030","美西製藥有限公司","高雄市仁武區仁武里工業一路９號","","TW","","2023/04/17","",""
"衛署藥製字第020591號","","","","2030/02/26","1980/02/26","製　劑","","DHY00102059101","""大塚""滴沙林注射液２．５：０．４５","DEXT-SALINE INJECTION 2.5:0.45 ""OTSUKA""","手術及其他疾患之水份、電解質及營養的補給","注射劑","塑膠瓶裝;;PP軟袋裝","","","SODIUM CHLORIDE;;DEXTROSE","台灣大塚製藥股份有限公司","台北市中山區復興北路378號11樓","14001297","台灣大塚製藥股份有限公司中壢工廠","中壢市忠福里吉林路１５號","","TW","","2025/04/22","",""
"衛署藥製字第020604號","","","","2028/05/25","1990/09/07","製　劑","01020604","DHY00102060407","""成大""安樂洛錠１００毫克（異嘌呤醇）","ALLOPURINOL TABLETS 100MG ""CHEN TA""","痛風症、痛風性關節炎、尿酸結石、癌症或經化學治療產生之高尿酸血症。","錠劑","塑膠瓶裝","","","ALLOPURINOL","成大藥品股份有限公司","台南市麻豆區南勢里關帝廟８０號","72110569","成大藥品股份有限公司","台南市麻豆區南勢里關帝廟８０號","","TW","","2024/02/20","",""
"衛署藥製字第020608號","","","","2028/05/25","1980/02/26","製　劑","","DHY00102060802","""正和""抹得爽軟膏","PREDNISOLONE OINTMENT ""C.H.""","暫時緩解皮膚搔癢、濕疹或皮膚炎、緩解皮膚刺激及尿布疹。","軟膏劑","瓶裝","","","PREDNISOLONE;;DIPHENHYDRAMINE","正和製藥股份有限公司新營廠","台南市新營區嘉芳里新工路２３號","72004856","正和製藥股份有限公司新營廠","台南市新營區嘉芳里新工路２３號","","TW","","2023/05/25","",""
"衛署藥製字第020652號","","","","2029/04/25","1980/02/27","製　劑","","DHY00102065205","平淨錠（每鞭達挫）","PYNG JINQ TABLETS (MEBENDAZOLE) ""S.S.""","驅除蛔蟲、蟯蟲、鞭蟲、鉤蟲、絛蟲","錠劑","瓶裝","","","MEBENDAZOLE","信効生物科技股份有限公司","嘉義市東區公明路174號","27850882","政德製藥股份有限公司","雲林縣大埤鄉嘉興村豐田路２號","","TW","","2024/07/18","",""
"衛署藥製字第020656號","","","","2030/02/27","1980/02/27","製　劑","","DHY00102065600","普威隆碘軟膏１０％","POLVIDINE OINTMENT 10%","傷口消毒。","軟膏劑","塑膠罐裝;;鋁軟管","","","POVIDONE-IODINE","榮民製藥股份有限公司","桃園市中壢區中山東路３段４４７號","28059706","榮民製藥股份有限公司","桃園市中壢區中山東路３段４４７號","","TW","","2024/11/22","以棉球沾之塗於患部",""
"衛署藥製字第020668號","","","","2029/05/25","1980/02/27","製　劑","","DHY00102066807","汎炎克特注射液（安西諾隆）","PANBICORT INJECTION (TRIAMCINOLONE) ""PANBIOTIC""","變形性關節炎、外傷性關節炎、脊椎炎、腱炎、腱周圍炎、坐骨神經痛、尋常性濕疹、支氣管氣喘、皮膚炎","注射劑","盒裝;;玻璃小瓶裝","","","TRIAMCINOLONE ACETONIDE","臺灣汎生製藥廠股份有限公司","高雄市鳥松區坔埔里大同路5-1號及神農路330號","85615014","台裕化學製藥廠股份有限公司","新竹縣竹東鎮員山路11巷13弄1號","","TW","","2024/09/02","成人：(1)關節內注射每次25 mg-40 mg，若有症狀再出現時，再作第二次或第三次注射。(2)肌肉注射每次40 mg-60 mg，若有症狀再出現時，再作第二次或第三次注射。兒童(六歲以上)：肌肉注射每次每公斤體重用30 mcg-200 mcg (即μg)，每日1次至每週注射1次。",""
"衛署藥製字第020673號","","","","2028/12/31","1980/02/27","製　劑","","DHY00102067300","滅痔軟膏","MIEH JYH OINTMENT ""C.F.T.""","外痔核、肛門裂傷、肛門龜裂、肛門濕疹、肛門搔癢症、肛門周圍炎、肛門潰瘍、痔出血","軟膏劑","瓶裝","","","DIBUCAINE HCL;;DIPHENHYDRAMINE HCL;;HYDROCORTISONE ACETATE;;PHENYLEPHRINE HCL","勸奉堂製藥股份有限公司","台北市永平里社子街２２巷２２弄３３號","31221350","明德製藥股份有限公司","桃園市楊梅區瑞原里7鄰民富路二段３６０號","","TW","","2023/12/26","",""
"衛署藥製字第020680號","","","","2030/05/25","1984/08/27","製　劑","01020680","DHY00102068000","""艾力特"" 聖碘溶液１０％","POVIDONE-IODINE SOLUTION 10% ""ELT""","傷口消毒。","外用液劑","塑膠瓶裝","","","POVIDONE-IODINE","艾力特生技製藥股份有限公司將軍廠","臺南市將軍區忠興里忠興132之35號A區","91079188","艾力特生技製藥股份有限公司將軍廠","臺南市將軍區忠興里忠興132之35號A區","","TW","","2025/10/03","",""
"衛署藥製字第020682號","","","","2029/08/27","1980/02/27","製　劑","","DHY00102068201","“新喜”佑感膠囊","UNICAN CAPSULES“N.C.P”","緩解成冒之各種症狀(鼻塞、流鼻水、打噴。畫、咳嗽、喀疚、咽喉痛、畏寒、發燒、頭痛、關節痛、肌肉酸痛) 。","膠囊劑","塑膠瓶裝","","","ETHENZAMIDE (ETHOXYBENZAMIDE);;POTASSIUM GUAIACOLSULFONATE;;ACETAMINOPHEN (EQ TO PARACETAMOL);;NOSCAPINE;;CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE;;DL-METHYLEPHEDRINE HCL","新喜國際企業股份有限公司","台南市鹽水區孫厝里孫厝寮４之６號","72175181","新喜國際企業股份有限公司","台南市鹽水區孫厝里孫厝寮４之６號","","TW","","2024/04/19","",""
"衛署藥製字第020715號","","","","2030/03/03","1980/03/03","製　劑","","DHY00102071503","""井田""鎮痛錠（那普洛先）","SINTON TABLETS (NAPROXEN) ""CHINTENG""","發炎性風濕症（風濕關節炎、脊椎炎、椎間節炎、強直性脊椎炎、軟組織風濕症）急性痛風","錠劑","瓶裝","","","NAPROXEN","井田國際醫藥廠股份有限公司","台中市大甲區幼獅路32號","24430803","井田國際醫藥廠股份有限公司","台中市大甲區幼獅路32號","","TW","","2024/10/22","",""
"衛署藥製字第020731號","","","","2028/05/25","1980/03/03","製　劑","","DHY00102073101","""派頓"" 癒痛健錠","ETHACAINE TABLETS ""PATRON""","胃痛、腹痛、胃痙攣、急性及慢性胃腸炎、月經痛、膽石疝痛、腎疝痛、胃潰瘍、十二指腸潰瘍之痙攣、痙攣性便秘","錠劑","塑膠瓶裝","","","SCOPOLIA EXTRACT;;BENZOCAINE (ETHYL AMINOBENZOATE);;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;ETHAVERINE HCL (eq to BALBONIN) (eq to Ethylpapaverine HCl)","臺灣派頓化學製藥股份有限公司","高雄市岡山區為隨東路50號","83748073","臺灣派頓化學製藥股份有限公司","高雄市岡山區為隨東路50號","","TW","","2023/04/12","",""
"衛署藥製字第020733號","","","","2028/05/25","1980/03/03","製　劑","","DHY00102073305","""派頓""綠爽錠","GREENSOON TABLETS ""PATRON""","減除體臭、口臭","錠劑","鋁箔盒裝;;塑膠瓶裝","","","SODIUM COPPER CHLOROPHYLLIN","臺灣派頓化學製藥股份有限公司","高雄市岡山區為隨東路50號","83748073","臺灣派頓化學製藥股份有限公司","高雄市岡山區為隨東路50號","","TW","","2022/12/19","",""
"衛署藥製字第020738號","","","","2028/05/25","1980/03/05","製　劑","00000000","","""壽元"" 壽靜伴錠（二氮平）","SOUDIPAN TABLETS ""S.Y.""(DIAZEPAM)","焦慮狀態失眠、肌肉痙攣","錠劑","瓶裝","","第四級管制藥品","DIAZEPAM","壽元化學工業股份有限公司","嘉義市西區新民路128號","66289377","壽元化學工業股份有限公司","嘉義市新民路１２８號","","TW","","2023/05/25","",""
"衛署藥製字第020751號","","","","2028/05/25","1980/03/05","製　劑","","DHY00102075107","""瑞士""爽朗優乳膏","SONLON-U CREAM ""SWISS BRAND""","急救、預防及減緩皮膚刀傷、刮傷、燙傷之感染。濕疹或皮膚炎。","乳膏劑","瓶裝;;管裝","","","NEOMYCIN (SULFATE);;FLUOCINOLONE ACETONIDE","瑞士藥廠股份有限公司","台南市新市區中山路182號","68770700","瑞士藥廠股份有限公司新市廠","台南市新市區中山路182號","","TW","","2023/05/25","",""
"衛署藥製字第020755號","","","","2028/03/06","1980/03/06","製　劑","","DHY00102075502","""優良""優愛黴素膠囊（紅絲菌素硬脂酸醯）","ERYCIN CAPSULES (ERYTHROMYCIN STEARATE)","葡萄球菌、鏈球菌、肺炎雙球菌、腦膜炎球菌及其他具有感受性細菌引起之感染症","膠囊劑","瓶裝","","","ERYTHROMYCIN (STEARATE)","優良化學製藥股份有限公司","新竹縣湖口鄉中興村光復路10號","44988454","瑞士藥廠股份有限公司新市廠","台南市新市區中山路182號","","TW","","2022/11/15","",""
"衛署藥製字第020758號","","","","2028/05/25","1980/03/06","製　劑","","DHY00102075808","""應元""血素升膠囊(可巴麥)","Coba B12 CAPSULES ""Y.Y.""","惡性貧血、巨胚紅血球性貧血、出血性貧血、具有神經合併症之惡性貧血。","膠囊劑","塑膠瓶裝","","","COBAMAMIDE","應元化學製藥股份有限公司","台南市南區新忠路２６號","69549600","應元化學製藥股份有限公司","台南市南區新忠路２６號","","TW","","2023/04/26","通常成人1日1-3粒，分1-3次服用，依年齡症狀適宜增減劑量。",""
"衛署藥製字第020781號","","","","2028/05/25","1980/03/06","製　劑","00000000","DHY00102078103","脫濕風錠（安西諾隆）","TRIAMCINOLONE TABLETS ""N.C.P.""","類風濕性關節炎、支氣管氣喘、風濕熱、炎性皮膚炎、癢疹、膠原病、炎症性眼疾病、結節性動脈周圍炎","錠劑","塑膠瓶裝","","","TRIAMCINOLONE","新喜國際企業股份有限公司","台南市鹽水區孫厝里孫厝寮４之６號","72175181","新喜國際企業股份有限公司","台南市鹽水區孫厝里孫厝寮４之６號","","TW","","2023/12/08","",""
"衛署藥製字第045262號","","","","2027/12/03","2002/12/03","製　劑","","DHY00104526203","""派頓"" 麻樂克乳膏 5.0%","PALOCAINE CREAM 5.0% ""PATRON""","與下列狀況有關的皮膚表面之止痛：１．插針，如靜脈注射導管或抽血前。２．表皮外科處置。３．生殖器黏膜，如表皮外科處置前或浸潤麻醉前。","乳膏劑","塑膠瓶裝;;錫軟管裝","","","PRILOCAINE;;LIDOCAINE","臺灣派頓化學製藥股份有限公司","高雄市岡山區為隨東路50號","83748073","臺灣派頓化學製藥股份有限公司","高雄市岡山區為隨東路50號","","TW","","2022/08/10","",""
"衛署藥製字第045265號","","","","2027/12/05","2002/12/05","製　劑","","DHY00104526509","舒酸貼貼布 1% (二克氯吩鈉)","DICO PAD 1% (DICLOFENAC SODIUM)","短期使用以緩解因發炎反應引起之局部疼痛 。","藥膠布","片裝;;鋁箔盒裝","","","DICLOFENAC SODIUM","華健醫藥生技股份有限公司湖口廠","新竹縣湖口鄉鳳山村工業五路3號","89716485","華健醫藥生技股份有限公司湖口廠","新竹縣湖口鄉鳳山村工業五路3號","","TW","","2024/04/26","一天一片，貼於患部。依病症與病人反應來決定治療持續的時間。建議要在兩週後檢查療效。",""
"衛署藥製字第045267號","","","","2027/12/06","2002/12/06","製　劑","","DHY00104526700","""五洲"" 痛立安長效膠囊90毫克","""U-CHU"" ACEO CAPSULES RETARD 90MG","風濕性關節炎、退化性關節炎（骨關節炎）、僵直性脊椎炎、痛風、肌肉炎、腱炎、腱鞘炎、滑囊炎。","膠囊劑","鋁箔盒裝;;塑膠瓶裝","","","ACEMETACIN","五洲製藥股份有限公司","桃園市新屋區赤欄里17之1號","18560031","五洲製藥股份有限公司","桃園市新屋區赤欄村二鄰１７號之１","","TW","","2024/10/07","",""
"衛署藥製字第045274號","","","","2027/12/09","2002/12/09","製　劑","","DHY00104527400","""瑞士""痛速平膜衣錠500毫克","TONTEC F.C. TABLETS 500MG ""SWISS""","退化性關節炎及風濕性關節炎之消炎鎮痛。","膜衣錠","塑膠罐裝;;鋁箔盒裝","","","NABUMETONE","瑞士藥廠股份有限公司","台南市新市區中山路182號","68770700","瑞士藥廠股份有限公司新市廠","台南市新市區中山路182號","","TW","","2022/09/23","",""
"衛署藥製字第045276號","","","","2027/12/09","2002/12/09","製　劑","","DHY00104527601","雙合黴素膜衣錠 625公絲","SOONMELT FILM COATED TABLETS 625MG","葡萄球菌、鏈球菌、肺炎雙球菌、腦膜炎球菌及其他具有感受性細菌引起之感染症。","膜衣錠","鋁箔盒裝;;塑膠瓶裝","","","AMOXICILLIN (AS TRIHYDATE);;CLAVULANIC ACID","永信藥品工業股份有限公司","台中市大甲區頂店里中山路一段1191號","56065601","永信藥品工業股份有限公司台中幼獅三廠","台中市大甲區工六路２６號，工十路１２之１號","","TW","","2022/12/21","",""
