序號,藥品代碼,藥品名稱,成分名稱,成分含量,,劑型,規格量,,藥商名稱,分組名稱,"114年12月
現行調整大類
(註1)","分類
(註2)",藥品類別,"指示用藥
(註3)","115年12月31日
現行調整大類
(註4)","115年12月31日
新制調整大類
(註5)",專利到期日,備註
9313,BC27729100,Letram 1000 (Levetiracetam F.C. Tablets 1000mg),LEVETIRACETAM,1000,MG,膜衣錠,,,凱沛爾藥品有限公司,LEVETIRACETAM ， 一般錠劑膠囊劑 ， 1000.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9314,AC56702100,UFree ER Tablets 500 mg,LEVETIRACETAM,500,MG,持續釋放膜衣錠,,,美時化學製藥股份有限公司,LEVETIRACETAM ， 緩釋錠劑膠囊劑， 500.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9315,AC57298100,Nobelin (R) XR F.C. Tablets 500mg,LEVETIRACETAM,500,MG,持續釋放膜衣錠,,,南光化學製藥股份有限公司,LEVETIRACETAM ， 緩釋錠劑膠囊劑， 500.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9316,AA56736100,Nobelin XR F.C. Tablets 750mg,LEVETIRACETAM,750,MG,持續釋放膜衣錠,,,南光化學製藥股份有限公司,LEVETIRACETAM ， 緩釋錠劑膠囊劑， 750.00 MG,三A,1,BA/BE學名藥,N,三A,第三大類,,
9317,AC55252155,Levim Oral Solution 100 mg/ml,LEVETIRACETAM,100,MG/ML,內服液劑,100,ML,健喬信元醫藥生技股份有限公司,LEVETIRACETAM ， 口服液劑 ， 100.00 MG/ML，100ML,三B,1,一般學名藥,N,三B,第三大類,,
9318,AC55252166,Levim Oral Solution 100 mg/ml,LEVETIRACETAM,100,MG/ML,內服液劑,300,ML,健喬信元醫藥生技股份有限公司,LEVETIRACETAM ， 口服液劑 ， 100.00 MG/ML，300ML,三B,1,一般學名藥,N,三B,第三大類,,
9319,AC57972166,Levotam Oral Solution 100mg/ml  CENTER,LEVETIRACETAM,100,MG/ML,內服液劑,300,ML,晟德大藥廠股份有限公司,LEVETIRACETAM ， 口服液劑 ， 100.00 MG/ML，300ML,三B,1,BA/BE學名藥,N,三B,第三大類,,
9320,BC24651166,Keppra Oral Solution 100mg/ml,LEVETIRACETAM,100,MG/ML,內服液劑,300,ML,荷商葛蘭素史克藥廠股份有限公司台灣分公司,LEVETIRACETAM ， 口服液劑 ， 100.00 MG/ML，300ML,三B,1,研發廠,N,三B,第三大類,,
9321,BC27582166,Quetra 100mg/ml oral solution,LEVETIRACETAM,100,MG/ML,內服液劑,300,ML,富富企業股份有限公司,LEVETIRACETAM ， 口服液劑 ， 100.00 MG/ML，300ML,三B,1,一般學名藥,N,三B,第三大類,,
9322,AC55252161,Levim Oral Solution 100 mg/ml,LEVETIRACETAM,100,MG/ML,內服液劑,150,ML,健喬信元醫藥生技股份有限公司,LEVETIRACETAM ， 口服液劑 ， 100.00 MG/ML，150ML,三B,1,一般學名藥,N,三B,第三大類,,
9323,AC57972161,Levotam Oral Solution 100mg/ml  CENTER,LEVETIRACETAM,100,MG/ML,內服液劑,150,ML,晟德大藥廠股份有限公司,LEVETIRACETAM ， 口服液劑 ， 100.00 MG/ML，150ML,三B,1,BA/BE學名藥,N,三B,第三大類,,
9324,BC24651161,Keppra Oral Solution 100mg/ml,LEVETIRACETAM,100,MG/ML,內服液劑,150,ML,荷商葛蘭素史克藥廠股份有限公司台灣分公司,LEVETIRACETAM ， 口服液劑 ， 100.00 MG/ML，150ML,三B,1,研發廠,N,三B,第三大類,,
9325,BC27582161,Quetra 100mg/ml oral solution,LEVETIRACETAM,100,MG/ML,內服液劑,150,ML,富富企業股份有限公司,LEVETIRACETAM ， 口服液劑 ， 100.00 MG/ML，150ML,三B,1,一般學名藥,N,三B,第三大類,,
9326,AA57956221,Levetir Concentrate for Solution for Infusion 100mg/ml,LEVETIRACETAM,100,MG/ML,注射劑,5,ML,聯亞藥業股份有限公司,LEVETIRACETAM ， 注射劑 ， 500.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9327,AC58643255,Nobelin Premixed Solution for Injection 500mg/100mL,LEVETIRACETAM,5,MG/ML,注射液劑,100,ML,南光化學製藥股份有限公司,LEVETIRACETAM ， 注射劑 ， 500.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9328,AC60488221,U-geten Injection 100mg/ml  Astar,LEVETIRACETAM,100,MG/ML,注射液劑,5,ML,安星製藥股份有限公司,LEVETIRACETAM ， 注射劑 ， 500.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9329,AC61153221,Levetiracetam Inj. 100mg/mL  GBC,LEVETIRACETAM,100,MG/ML,注射液劑,5,ML,霖揚生技製藥股份有限公司南科廠,LEVETIRACETAM ， 注射劑 ， 500.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9330,AC61154221,Levim Concentrate for Solution for Infusion 100mg/mL,LEVETIRACETAM,100,MG/ML,注射劑,5,ML,健喬信元醫藥生技股份有限公司,LEVETIRACETAM ， 注射劑 ， 500.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9331,BC25316221,Keppra Concentrate for Solution for Infusion 100mg/ml,LEVETIRACETAM,100,MG/ML,注射劑,5,ML,荷商葛蘭素史克藥廠股份有限公司台灣分公司,LEVETIRACETAM ， 注射劑 ， 500.00 MG,三A,1,研發廠,N,三A,第三大類,,
9332,AB47689100,Neurtrol F.C. Tablets 300mg,OXCARBAZEPINE,300,MG,膜衣錠,,,健亞生物科技股份有限公司,OXCARBAZEPINE ， 一般錠劑膠囊劑 ， 300.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9333,BC23524100,TRILEPTAL FILM COATED TABLETS 300MG,OXCARBAZEPINE,300,MG,膜衣錠,,,台灣諾華股份有限公司,OXCARBAZEPINE ， 一般錠劑膠囊劑 ， 300.00 MG,三B,1,研發廠,N,三B,第三大類,,
9334,BC23522100,TRILEPTAL FILM COATED TABLETS 600MG,OXCARBAZEPINE,600,MG,膜衣錠,,,台灣諾華股份有限公司,OXCARBAZEPINE ， 一般錠劑膠囊劑 ， 600.00 MG,三B,1,研發廠,N,三B,第三大類,,
9335,BC23538123,TRILEPTAL 6% ORAL SUSPENSION,OXCARBAZEPINE,60,MG/ML,懸液劑,100,ML,台灣諾華股份有限公司,OXCARBAZEPINE ， 口服液劑 ， 60.00  MG/ML ， 100.00 ML,三B,1,研發廠,N,三B,第三大類,,
9336,BC23538135,TRILEPTAL 6% ORAL SUSPENSION,OXCARBAZEPINE,60,MG/ML,懸液劑,250,ML,台灣諾華股份有限公司,OXCARBAZEPINE ， 口服液劑 ， 60.00  MG/ML ， 250.00 ML,三B,1,研發廠,N,三B,第三大類,,
9340,A028938100,PHENOBARBITAL TABLETS 30MG  U.L.,PHENOBARBITAL,30,MG,錠劑,,,優良化學製藥股份有限公司,PHENOBARBITAL ， 一般錠劑膠囊劑 ， 30.00 MG,三B,2,一般學名藥,N,三B,第三大類,,
9341,A0289381G0,PHENOBARBITAL TABLETS 30MG  U.L.,PHENOBARBITAL,30,MG,錠劑,,,優良化學製藥股份有限公司,PHENOBARBITAL ， 一般錠劑膠囊劑 ， 30.00 MG,三B,2,一般學名藥,N,三B,第三大類,,
9342,N014938100,PHENOBARBITAL TABLETS 30MG “H.L.”,PHENOBARBITAL,30,MG,錠劑,,,華琳實業有限公司,PHENOBARBITAL ， 一般錠劑膠囊劑 ， 30.00 MG,三B,2,一般學名藥,N,三B,第三大類,,
9343,NC01736100,PHENOBARBITAL TABLETS 30MG  JOHNSON,PHENOBARBITAL,30,MG,錠劑,,,強生化學製藥廠股份有限公司,PHENOBARBITAL ， 一般錠劑膠囊劑 ， 30.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9344,NC017361G0,PHENOBARBITAL TABLETS 30MG  JOHNSON,PHENOBARBITAL,30,MG,錠劑,,,強生化學製藥廠股份有限公司,PHENOBARBITAL ， 一般錠劑膠囊劑 ， 30.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9345,NC13419100,PHENOBARBITAL TABLETS  Y.Y.,PHENOBARBITAL,30,MG,錠劑,,,應元化學製藥股份有限公司,PHENOBARBITAL ， 一般錠劑膠囊劑 ， 30.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9346,NC134191G0,PHENOBARBITAL TABLETS  Y.Y.,PHENOBARBITAL,30,MG,錠劑,,,應元化學製藥股份有限公司,PHENOBARBITAL ， 一般錠劑膠囊劑 ， 30.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9347,NC16332100,RUMIL TABLETS,PHENOBARBITAL,30,MG,錠劑,,,井田國際醫藥廠股份有限公司,PHENOBARBITAL ， 一般錠劑膠囊劑 ， 30.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9348,NC163321G0,RUMIL TABLETS,PHENOBARBITAL,30,MG,錠劑,,,井田國際醫藥廠股份有限公司,PHENOBARBITAL ， 一般錠劑膠囊劑 ， 30.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9349,A005300100,PHENOBARBITAL TABLETS 32MG  VPP,PHENOBARBITAL,32,MG,錠劑,,,榮民製藥股份有限公司,PHENOBARBITAL ， 一般錠劑膠囊劑 ， 32.00 MG,三B,2,一般學名藥,N,三B,第三大類,,
9350,NC05932100,PHENOBARBITAL TABLETS 32 MG  F.Y.,PHENOBARBITAL,32,MG,錠劑,,,福元化學製藥股份有限公司,PHENOBARBITAL ， 一般錠劑膠囊劑 ， 32.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9351,NC059321G0,PHENOBARBITAL TABLETS 32 MG  F.Y.,PHENOBARBITAL,32,MG,錠劑,,,福元化學製藥股份有限公司,PHENOBARBITAL ， 一般錠劑膠囊劑 ， 32.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9352,N003190209,BARTROPIN INJECTION,PHENOBARBITAL,60,MG/ML,注射劑,1,ML,中國化學製藥股份有限公司新豐工廠,PHENOBARBITAL 60MG/ML + ATROPINE 0.25MG/ML + CAFFEINE 30MG/ML， 注射劑， 1.00ML,三B,2,一般學名藥,N,三B,第三大類,,
9353,A028943100,L.A. TABLET  U.L.,PHENOBARBITAL,20,MG,錠劑,,,優良化學製藥股份有限公司,PHENYTOIN 50MG + PHENOBARBITAL 20MG， 一般錠劑膠囊劑，,三B,2,一般學名藥,N,三B,第三大類,,
9354,NC03667100,L.A. TABLETS  JOHNSON,PHENYTOIN,50,MG,錠劑,,,強生化學製藥廠股份有限公司,PHENYTOIN 50MG + PHENOBARBITAL 20MG， 一般錠劑膠囊劑，,三B,1,一般學名藥,N,三B,第三大類,,
9355,NC036671G0,L.A. TABLETS  JOHNSON,PHENYTOIN,50,MG,錠劑,,,強生化學製藥廠股份有限公司,PHENYTOIN 50MG + PHENOBARBITAL 20MG， 一般錠劑膠囊劑，,三B,1,一般學名藥,N,三B,第三大類,,
9356,NC036671GA,L.A. TABLETS  JOHNSON,PHENYTOIN,50,MG,錠劑,,,強生化學製藥廠股份有限公司,PHENYTOIN 50MG + PHENOBARBITAL 20MG， 一般錠劑膠囊劑，,三B,1,一般學名藥,N,三B,第三大類,,
9357,NC04717100,ALEVIATIN & LUMINAL TABLETS “H.L.”,PHENYTOIN,50,MG,錠劑,,,華琳實業有限公司,PHENYTOIN 50MG + PHENOBARBITAL 20MG， 一般錠劑膠囊劑，,三B,1,一般學名藥,N,三B,第三大類,,
9358,AA58292100,Lygaba Hard Capsule 75mg  Standard,PREGABALIN,75,MG,膠囊劑,,,生達化學製藥股份有限公司二廠,PREGABALIN  ， 一般錠劑膠囊劑 ， 75.00 MG,三A,1,BA/BE學名藥,N,三A,第三大類,,
9359,AC58810100,Zeropin Hard Capsule 75mg,PREGABALIN,75,MG,膠囊劑,,,美商亞培股份有限公司台灣分公司,PREGABALIN  ， 一般錠劑膠囊劑 ， 75.00 MG,三A,1,BA/BE學名藥,N,三A,第三大類,,
9360,AC58946100,Tirica Capsules 75mg (Pregabalin),PREGABALIN,75,MG,膠囊劑,,,鼎豐宇藥品生技股份有限公司,PREGABALIN  ， 一般錠劑膠囊劑 ， 75.00 MG,三A,1,BA/BE學名藥,N,三A,第三大類,,
9361,AC59068100,Prebalin Hard Capsules 75mg,PREGABALIN,75,MG,膠囊劑,,,南光化學製藥股份有限公司,PREGABALIN  ， 一般錠劑膠囊劑 ， 75.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9362,AC59388100,Phudialin Hard Capsules 75mg,PREGABALIN,75,MG,膠囊劑,,,永信藥品工業股份有限公司,PREGABALIN  ， 一般錠劑膠囊劑 ， 75.00 MG,三A,1,BA/BE學名藥,N,三A,第三大類,,
9363,AC59640100,Suculin Hard Capsule 75mg,PREGABALIN,75,MG,膠囊劑,,,營養家行銷有限公司,PREGABALIN  ， 一般錠劑膠囊劑 ， 75.00 MG,三A,1,BA/BE學名藥,N,三A,第三大類,,
9364,AC59746100,Syngexa Capsules 75mg,PREGABALIN,75,MG,膠囊劑,,,健喬信元醫藥生技股份有限公司,PREGABALIN  ， 一般錠劑膠囊劑 ， 75.00 MG,三A,1,BA/BE學名藥,N,三A,第三大類,,
9365,AC59778100,Bergalin Capsules 75mg  Y.C.,PREGABALIN,75,MG,膠囊劑,,,元宙化學製藥股份有限公司,PREGABALIN  ， 一般錠劑膠囊劑 ， 75.00 MG,三A,1,BA/BE學名藥,N,三A,第三大類,,
9366,AC60273100,Pregabalin Capsules 75mg  C.C.P.C.,PREGABALIN,75,MG,膠囊劑,,,中國化學製藥股份有限公司新豐工廠,PREGABALIN  ， 一般錠劑膠囊劑 ， 75.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9367,AC60920100,Xingaba Capsules 75mg  L.L.,PREGABALIN,75,MG,膠囊劑,,,意欣國際有限公司,PREGABALIN  ， 一般錠劑膠囊劑 ， 75.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9368,AC61494100,Rexabalin Film-Coated Tablets 75mg,PREGABALIN,75,MG,膜衣錠,,,保瑞藥業股份有限公司,PREGABALIN  ， 一般錠劑膠囊劑 ， 75.00 MG,三A,1,BA/BE學名藥,N,三A,第三大類,,
9369,BC24995100,Lyrica hard Capsule 75mg,PREGABALIN,75,MG,膠囊劑,,,暉致醫藥股份有限公司,PREGABALIN  ， 一般錠劑膠囊劑 ， 75.00 MG,三A,1,研發廠,N,三A,第三大類,,
9370,BC26514100,pms-PREGABALIN CAPSULES 75MG,PREGABALIN,75,MG,膠囊劑,,,信東生技股份有限公司,PREGABALIN  ， 一般錠劑膠囊劑 ， 75.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9371,BC27054100,Pregabalina Kern Pharma 75mg Capsule,PREGABALIN,75,MG,膠囊劑,,,旌宇藥業股份有限公司,PREGABALIN  ， 一般錠劑膠囊劑 ， 75.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9372,BC28636100,Pregabalin Viatris 75 mg,PREGABALIN,75,MG,膠囊劑,,,台灣邁蘭有限公司,PREGABALIN  ， 一般錠劑膠囊劑 ， 75.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9373,BC28769100,Zylin 75 (Pregabalin Capsules 75mg),PREGABALIN,75,MG,膠囊劑,,,毅有生技醫藥股份有限公司,PREGABALIN  ， 一般錠劑膠囊劑 ， 75.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9374,AC59416100,Phudialin Hard Capsules 150mg,PREGABALIN,150,MG,膠囊劑,,,永信藥品工業股份有限公司,PREGABALIN  ， 一般錠劑膠囊劑 ，150.00 MG,三A,1,一般學名藥,N,三A,第三大類,,
9375,AC55418100,Tremsolin Tablets 250 mg,PRIMACLONE (=PRIMIDONE),250,MG,錠劑,,,科進製藥科技股份有限公司,PRIMIDONE ， 一般錠劑膠囊劑 ， 50-250 MG,三B,1,一般學名藥,N,三B,第三大類,,
9376,AC57283100,Tremsolin Tablets 50 mg,PRIMACLONE (=PRIMIDONE),50,MG,錠劑,,,科進製藥科技股份有限公司,PRIMIDONE ， 一般錠劑膠囊劑 ， 50-250 MG,三B,1,一般學名藥,N,三B,第三大類,,
9377,BC26776100,Inovelon Film-coated Tablets 100 mg,Rufinamide,100,MG,膜衣錠,,,衛采製藥股份有限公司,RUFINAMIDE ， 一般錠劑膠囊劑 ， 100 MG,二,,研發廠,N,二,第二大類,112/06/03,
9378,BC26777100,Inovelon Film-coated Tablets 200 mg,Rufinamide,200,MG,膜衣錠,,,衛采製藥股份有限公司,RUFINAMIDE ， 一般錠劑膠囊劑 ， 200 MG,二,,研發廠,N,二,第二大類,112/06/03,
9379,BC26778100,Inovelon Film-coated Tablets 400 mg,Rufinamide,400,MG,膜衣錠,,,衛采製藥股份有限公司,RUFINAMIDE ， 一般錠劑膠囊劑 ， 400 MG,二,,研發廠,N,二,第二大類,112/06/03,
9380,BC22510100,TOPAMAX FILM-COATED TABLETS 200MG,TOPIRAMATE,200,MG,錠劑,,,嬌生股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,研發廠,N,三B,第三大類,,
9381,BC23380100,TOPAMAX SPRINKLE CAPSULES 15MG,TOPIRAMATE,15,MG,膠囊劑,,,嬌生股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 15.00 MG,三B,1,研發廠,N,三B,第三大類,,
9382,AB48507100,Epilramate Film-Coated Tablets 25mg,TOPIRAMATE,25,MG,膜衣錠,,,保盛藥業股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 25.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9383,AC48099100,Topinmate Tablets 25 mg  LOTUS,TOPIRAMATE,25,MG,錠劑,,,美時化學製藥股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 25.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9384,AC49861100,Toramate Film Coated Tablets 25mg,TOPIRAMATE,25,MG,膜衣錠,,,永信藥品工業股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 25.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9385,AC59418100,Levelin F.C. Tablets 25mg,TOPIRAMATE,25,MG,膜衣錠,,,瑞士藥廠股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 25.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9386,BC22509100,TOPAMAX FILM-COATED TABLETS 25MG,TOPIRAMATE,25,MG,膜衣錠,,,嬌生股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 25.00 MG,三B,1,研發廠,N,三B,第三大類,,
9387,BC23381100,TOPAMAX SPRINKLE CAPSULES 25MG,TOPIRAMATE,25,MG,膠囊劑,,,嬌生股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 25.00 MG,三B,1,研發廠,N,三B,第三大類,,
9388,BC25144100,Topiramate Sandoz FC Tablets 25mg,TOPIRAMATE,25,MG,膜衣錠,,,台灣山德士藥業股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 25.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9389,AC49840100,Toramate Film Coated Tablets 50mg,TOPIRAMATE,50,MG,膜衣錠,,,永信藥品工業股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 50.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9390,AC59419100,Levelin F.C. Tablets 50mg,TOPIRAMATE,50,MG,膜衣錠,,,瑞士藥廠股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 50.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9391,AC60549100,Topaless F.C. Tablets 50mg  S.C.,TOPIRAMATE,50,MG,膜衣錠,,,十全實業股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 50.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9392,BB26001100,Topiz 50,TOPIRAMATE,50,MG,膜衣錠,,,毅有生技醫藥股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 50.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9393,BC22507100,TOPAMAX FILM-COATED TABLETS 50MG,TOPIRAMATE,50,MG,膜衣錠,,,嬌生股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 50.00 MG,三B,1,研發廠,N,三B,第三大類,,
9394,BC23382100,TOPAMAX SPRINKLE CAPSULES 50MG,TOPIRAMATE,50,MG,膠囊劑,,,嬌生股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 50.00 MG,三B,1,研發廠,N,三B,第三大類,,
9395,AC48055100,Topinmate Tablets 100mg  LOTUS,TOPIRAMATE,100,MG,錠劑,,,美時化學製藥股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9396,AC49568100,Toramate Film Coated Tablets 100mg,TOPIRAMATE,100,MG,膜衣錠,,,永信藥品工業股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9397,AC57911100,Levelin F.C. Tablets 100mg,TOPIRAMATE,100,MG,膜衣錠,,,瑞士藥廠股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9398,AC58538100,Topaless F.C. Tablets 100mg,TOPIRAMATE,100,MG,膜衣錠,,,十全實業股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9399,BA25209100,Zydus Topiramate Tablets 100 MG,TOPIRAMATE,100,MG,膜衣錠,,,毅有生技醫藥股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9400,BC22508100,TOPAMAX FILM-COATED TABLETS 100MG,TOPIRAMATE,100,MG,膜衣錠,,,嬌生股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,研發廠,N,三B,第三大類,,
9401,BC25065100,Topiramate Sandoz FC Tablets 100mg,TOPIRAMATE,100,MG,膜衣錠,,,台灣山德士藥業股份有限公司,TOPIRAMATE ， 一般錠劑膠囊劑 ， 100.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9402,AC60264100,Trokendi XR extended-release capsules 25mg,TOPIRAMATE,25,MG,持續性釋放膠囊,,,友霖生技醫藥股份有限公司,TOPIRAMATE ， 緩釋錠劑膠囊劑 ， 25 MG,三A,1,一般學名藥,N,三A,第四大類,,
9403,AC60265100,Trokendi XR extended-release capsules 50mg,TOPIRAMATE,50,MG,持續性釋放膠囊,,,友霖生技醫藥股份有限公司,TOPIRAMATE ， 緩釋錠劑膠囊劑 ， 50 MG,三A,1,一般學名藥,N,三A,第四大類,,
9404,AC60266100,Trokendi XR extended-release capsules 100mg,TOPIRAMATE,100,MG,持續性釋放膠囊,,,友霖生技醫藥股份有限公司,TOPIRAMATE ， 緩釋錠劑膠囊劑 ， 100 MG,三A,1,一般學名藥,N,三A,第四大類,,
9405,AC60267100,Trokendi XR extended-release capsules 200mg,TOPIRAMATE,200,MG,持續性釋放膠囊,,,友霖生技醫藥股份有限公司,TOPIRAMATE ， 緩釋錠劑膠囊劑 ， 200 MG,三A,1,一般學名藥,N,三A,第四大類,,
9406,BC16904100,Convulex 150mg Capsules,VALPROIC ACID,150,MG,腸溶軟膠囊劑,,,吉富貿易有限公司,VALPROIC ACID ， 一般錠劑膠囊劑 ， 150.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9407,AB45856100,VALPROTINE ENTERIC COATED TABLETS 200MG  PURZER,VALPROATE SODIUM,200,MG,腸溶錠,,,瑞安大藥廠股份有限公司,VALPROIC ACID ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9408,BC14899100,DEPAKINE GASTRO-RESISTANT TABLET 200MG,VALPROATE SODIUM,200,MG,腸溶錠,,,賽諾菲股份有限公司,VALPROIC ACID ， 一般錠劑膠囊劑 ， 200.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9409,AB56773100,Divaprodium E.C. Tablets 250mg  SC,DIVALPROEX (SODIUM),250,MG,腸溶膜衣錠,,,十全實業股份有限公司,VALPROIC ACID ，一般錠劑膠囊劑， 250.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9410,BC24464100,APO-DIVALPROEX 250MG,DIVALPROEX (SODIUM),250,MG,腸溶膜衣錠,,,鴻汶醫藥實業有限公司,VALPROIC ACID ，一般錠劑膠囊劑， 250.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9411,AC47646100,Dinsia Soft Capsules 300mg,VALPROIC ACID,300,MG,軟膠囊劑,,,盛雲藥品股份有限公司,VALPROIC ACID ， 一般錠劑膠囊劑 ， 300.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9412,BC16898100,CONVULEX 300MG CAPSULES,VALPROIC ACID,300,MG,腸溶軟膠囊劑,,,吉富貿易有限公司,VALPROIC ACID ， 一般錠劑膠囊劑 ， 300.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9413,AB55547100,Divaprodium E.C. Tablets 500mg“SC”,DIVALPROEX (SODIUM),500,MG,腸溶膜衣錠,,,十全實業股份有限公司,VALPROIC ACID ， 一般錠劑膠囊劑 ， 500.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9414,BC16998100,CONVULEX 500MG CAPSULES,VALPROIC ACID,500,MG,腸溶軟膠囊劑,,,吉富貿易有限公司,VALPROIC ACID ， 一般錠劑膠囊劑 ， 500.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9415,BC24601100,Apo-Divalproex Tablets 500mg,DIVALPROEX (SODIUM),500,MG,腸溶膜衣錠,,,鴻汶醫藥實業有限公司,VALPROIC ACID ， 一般錠劑膠囊劑 ， 500.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9416,AC57264100,Dipachro S.R. Film Coated Tablets 300mg,VALPROIC ACID,87,MG,持續性藥效膜衣錠,,,信東生技股份有限公司,VALPROIC ACID ， 緩釋錠劑膠囊劑 ， 300.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
9417,AB46524100,DIPACHRO S.R. FILM COATED TABLETS 500MG,VALPROATE SODIUM,333,MG,持續釋放膜衣錠,,,信東生技股份有限公司,VALPROIC ACID ， 緩釋錠劑膠囊劑 ， 500.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9418,AB47553100,Depatec 500 mg Film.Coated.Tablets Purzer,VALPROATE SODIUM,333,MG,持續性膜衣錠,,,瑞安大藥廠股份有限公司,VALPROIC ACID ， 緩釋錠劑膠囊劑 ， 500.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9419,AB48878100,Vakin Chrono Film Coated Tablets 500 mg,VALPROATE SODIUM,333,MG,持續性膜衣錠,,,健喬信元醫藥生技股份有限公司,VALPROIC ACID ， 緩釋錠劑膠囊劑 ， 500.00 MG,三B,1,BA/BE學名藥,N,三B,第三大類,,
9420,AB49145100,Laxymig ER Tablets 500 mg  LOTUS,DIVALPROEX (SODIUM),500,MG,持續釋放膜衣錠,,,美時化學製藥股份有限公司,VALPROIC ACID ， 緩釋錠劑膠囊劑 ， 500.00 MG,三B,1,一般學名藥,N,三B,第三大類,,
